BIBLIOGRAFÍA;AUTOR;CORDEMÁFORO;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;ANÓNIMO;A;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"su vestimenta, diziendo: échate comigo. Et desanparo su vestimenta en su mano, e fuyo e salio se fuera. Et commo ella vio que desanparo su vestimenta en su mano, e que fuyo afuera; llamo alos omnes de su casa, e dixoles, diziendo: ved commo nos traxo omne ebreo para escarnesçer de nos; veno ami para echarse comigo, e llame con grant boz. Et commo oyo que alçe mi boz e llame, desanparo su rropa en mi poder, e salio fuera. Et dexo su rropa del çerca della fasta que vino su sennor asu casa; e fablo le, diziendo estas";si;no;si;infinitivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;ANÓNIMO;A;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;"boz. Et commo oyo que alçe mi boz e llame, desanparo su rropa en mi poder, e salio fuera. Et dexo su rropa del çerca della fasta que vino su sennor asu casa; e fablo le, diziendo estas cosas: vino a mi el sieruo ebreo que nos traxiste, para escarnecer de mi. Et commo alçe la mi boz e llame, desanparo su vestimenta çerca de mi, e fuyo afuera. Et commo oyo su sennor las pala bras de su muger que le fablo, diziendo le: tales cosas commo estas me fizo tu sieruo; ençendio se su yra. Et tomo el sennor de";si;no;si;infinitivo;animado;;
c1400 [finales del s. XIV o principios del s. XV] ANÓNIMO, Biblia Escorial I-j-4: Pentateuco [España] [O.H. Hauptmann, Philadelphia, University of Pennsylvania Press, 1953] Religión;ANÓNIMO;A;Biblia Escorial I-j-4: Pentateuco;c1400[finales del s. XIV o principios del s. XV] ;Religión;España;", e sacrificaredes al Sennor vuestro Dios enel desierto; mas alexar non vos alexedes; rrogad por mi. Et dixo Moysen: ahe, yo salire delante ty e orare al Sennor, e quitara las rraptilias de Faraon, e de sus sieruos e de su pueblo mannana; mas non torne Faraon a escarnesçer anon enbiar el pueblo asacrificar al Sennor. Et salio Moysen delante Faraon, e rrogo a Dios. E fizo Dios la palabra de Muysen; e tiro la mestura de Faraon, e de sus sieruos e de su pueblo; non quedo sola vna. Et enduresçio Faraon su coraçon tan bien enesta";si;no;no;infinitivo;;;
c1400 [segundo cuarto del s. XV] LÓPEZ DE AYALA, PERO, Crónica del rey don Pedro y del rey don Enrique [España] [Germán Orduna, Buenos Aires, SECRIT-Incipit, I: 1994, II: 1997] Historia;LÓPEZ DE AYALA, PERO;R;Crónica del rey don Pedro y del rey don Enrique;c1400[segundo cuarto del s. XV] ;Historia;España;E Men Rodriguez se torno al castillo de Montiel al rrey don Pedro. E algunos dixieron despues que el Men Rodriguez dixera esto al mossen Beltran con arte e que fuera en conssejo por que el rrey don Pedro fuesse escarnesçido commo despues fue. E avn dizian que maguer que Men Rodriguez fue despues preso con el rrey don Pedro, quando el fue preso, que todo fue arte e sabiduria del dicho Men Rodriguez por quanto despues dio el rrey don Enrrique al dicho Men Rodriguez en Gallizia dos lugares, que son Alariz e Milmanda en;transitivo;;;;;;
c1400-1498 [finales del siglo XV] ANÓNIMO, El baladro del sabio Merlín con sus profecías [España] [Isabel Hernández González, Salamanca, CILUS, 1999] Novela;ANÓNIMO;R;El baladro del sabio Merlín con sus profecías;c1400-1498[finales del siglo XV] ;Novela;España;— ¡Ay Dios, cómo son los reys traidores! Ca éste faze semblante de a mi señor amar por me escarnecer. E dígote que más desto no me digas, porque lo diré a mi marido e, si lo sabe, será tu muerte.;transitivo;;;;;;
c1400-1498 [finales del siglo XV] ANÓNIMO, El baladro del sabio Merlín con sus profecías [España] [Isabel Hernández González, Salamanca, CILUS, 1999] Novela;ANÓNIMO;R;El baladro del sabio Merlín con sus profecías;c1400-1498[finales del siglo XV] ;Novela;España;"he ofrecido a Dios e nunca otro la avrá, sinon Él, como Señor que todas las cosas e a mí fizo. E bien escape del fijo del diablo sin me desonrar, si pudiera; mas Dios me  libró dél, que sabía mi intención e la suya. E pues que él me quería escarnescer, mejor es que escarnesca yo dél. Cierto, por mal suyo me cuidó desonrar, ca yo le acortaré su vida por lo que él contra mí pensava fazer.";transitivo;;;;;;
c1400-1498 [finales del siglo XV] ANÓNIMO, El baladro del sabio Merlín con sus profecías [España] [Isabel Hernández González, Salamanca, CILUS, 1999] Novela;ANÓNIMO;R;El baladro del sabio Merlín con sus profecías;c1400-1498[finales del siglo XV] ;Novela;España;"nunca otro la avrá, sinon Él, como Señor que todas las cosas e a mí fizo. E bien escape del fijo del diablo sin me desonrar, si pudiera; mas Dios me  libró dél, que sabía mi intención e la suya. E pues que él me quería escarnescer, mejor es que escarnesca yo dél. Cierto, por mal suyo me cuidó desonrar, ca yo le acortaré su vida por lo que él contra mí pensava fazer.";transitivo;;;;;;
c1400-1498 [finales del siglo XV] ANÓNIMO, El baladro del sabio Merlín con sus profecías [España] [Isabel Hernández González, Salamanca, CILUS, 1999] Novela;ANÓNIMO;R;El baladro del sabio Merlín con sus profecías;c1400-1498[finales del siglo XV] ;Novela;España;"derribado con tu mezquina e cativa compaña; e tirote del lugar de alegría e plazer por tu culpa e metiote en tiniebra e en cuita que te no fallecerá en ningund tiempo. E esto as tú por tu grant sobervia ganado, cosa maldita, que me feziste contra razón. Pues que tú vees que ansí me escarnece mi peccado, porque Dios de mí no quiere aver parte, ¿por qué no vienes tú por mí con tu grande e mala compaña de tus servientes e fazme aver mala fin, ca yo soy tu carne? Ven e tómame, que de ti vine por mala ventura e a ti me quiero tornar; que yo";transitivo;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;E vio Sarra al fijo de Hagar, la egipçiana que pario de Abraham, que escarneçia. (274);si;no;no;imperfectivo;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;E vuestro padre me tiene escarnesçido e canbiome mi salario muchas veses, e non le consintio el Señor que me fisiese mal.;no;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"luego llamo a los omnes de su casa della e dixoles: veed que otra; troxo nos vn varon judio para escarneçer de nos; vino para se echar comigo e yo dy grandes boses.";si;no;si;infinitivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;E como vino, dixo gelo ella por esta façion: arrometiose para mi aquel catiuo judio que nos troxieste por me escarnesçer.;si;no;si;infinitivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;E vio Sarra el fijo de Agar la egipçiana que escarnesçia. (274);si;no;no;imperfectivo;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;Niculas de Lyra en su glosa alega sobreste paso a rrabi Salamon quel dize asy: que a lo que yo en esta biblia rromançe que Ysmael que escarnesçia, paresçe que como este vocablo es en ebrayco meçaheque e es equiuoco, rraby Salamon rromanço en su biblia que trebejaua, e avn dixo que en este trebejo que acometio Ysmael tres pecados, conviene saber: ydolatria e omecida e forniçio, e que todo esto sufre la equiuocaçion de meçaheque. Prueua: ydolatria dize sobre;si;no;no;imperfectivo;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"el sieruo judio a trebejar comigo, que tanto queria dezir como a dormir conmigo; asy que se prueua que el Ysmael acometiera aquestos tres malefiçios sobre dichos; e rraby Abram non es concorde en los malefiçios, saluo en el rromançe en que trebejaua como los otros niños; e maestre Leon de Bañoles rromanço como yo rromançe, que escarnesçia, e el escarnesçer era que el, veyendo la grande fiesta fazer a Ysaque e non a el, escarnesçia diziendo: ¡o sy maginan que por que a mi non fizieron tan famosa festa non tengo de auer herençia en las posessiones de Abraham! Por onde ouo de dezir Sarra: destierra esta catiua con su fijo";si;no;no;imperfectivo;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"trebejar comigo, que tanto queria dezir como a dormir conmigo; asy que se prueua que el Ysmael acometiera aquestos tres malefiçios sobre dichos; e rraby Abram non es concorde en los malefiçios, saluo en el rromançe en que trebejaua como los otros niños; e maestre Leon de Bañoles rromanço como yo rromançe, que escarnesçia, e el escarnesçer era que el, veyendo la grande fiesta fazer a Ysaque e non a el, escarnesçia diziendo: ¡o sy maginan que por que a mi non fizieron tan famosa festa non tengo de auer herençia en las posessiones de Abraham! Por onde ouo de dezir Sarra: destierra esta catiua con su fijo, que non eredara";no;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"Ysmael acometiera aquestos tres malefiçios sobre dichos; e rraby Abram non es concorde en los malefiçios, saluo en el rromançe en que trebejaua como los otros niños; e maestre Leon de Bañoles rromanço como yo rromançe, que escarnesçia, e el escarnesçer era que el, veyendo la grande fiesta fazer a Ysaque e non a el, escarnesçia diziendo: ¡o sy maginan que por que a mi non fizieron tan famosa festa non tengo de auer herençia en las posessiones de Abraham! Por onde ouo de dezir Sarra: destierra esta catiua con su fijo, que non eredara con mi fijo con Ysaque.";si;no;no;imperfectivo;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"E dixo Balan al asna: as me escarnesçido; a tanto es que sy yo agora touiese espada en mi mano agora te mataria.";transitivo;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"Dixole Dalida a Sanson: ha, asme escarnesçido e mentiras dicho; como de cabo te pido que me digas como te podrian prender.";transitivo;;;;;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;E non lo quisieron aquellos omnes escuchar, e asyo el varon en aquella su muger, e sacogela fuera a ellos, e escarnesçieron della toda la noche fasta la man, e enbiaronla como aluoreçio.;si;no;si;perfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;"Dixo Saul al que lleuaua sus armas: saca la tu espada e estocame con ella, porque non vengan estos non çircunçidados e escarnescan de mi (187); e non quiso su paje que sus armas le lleuaua matarlo, que ouo miedo; e tomo Saul la espada e lançose sobrella.";si;no;si;imperfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;E escarnescan de mi, etc. (187);si;no;si;imperfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba;c1422-1433[primer tercio del s. XV] ;Religión;España;Este sermon dize el Señor por el aquel que te menospreçio e de ti escarneçio la virgo de la fiia de Syon detras de ti cabeça mouio la fiia de Iherusalem.;si;no;si;perfectivo;animado;;
c1422-1433 [primer tercio del s. XV] GUADALFAJARA, MOSE ARRAGEL DE, Traducción y glosas de la Biblia de Alba, II [España] [Antonio Paz y Melia, Madrid, Imprenta Artística, 1920-1922] Religión;GUADALFAJARA, MOSE ARRAGEL DE;V_manual;Traducción y glosas de la Biblia de Alba, II;c1422-1433[primer tercio del s. XV] ;Religión;España;E agora non escarnescades, nin enfortescades vuestros cuellos con los yugos, que fin e taiamiento yo oy del Señor de las cauallerias sobre toda la tierra.;si;no;no;imperfectivo;;;
