EjemploID;BIBLIOGRAFIA;AUTOR;TITULO;FECHA;TEMA;PAIS;CONCORDANCIA;fecha;Valido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perifrasis;Observaciones
325;14/01/1994 , La Vanguardia, 14/01/1994 [España] [Barcelona, T.I.S.A, 1994] Literatura;NA;La Vanguardia, 14/01/1994;14/1/94;Literatura;España;"que reza así: ""Que seas tú, dolor, mi compañero, / que comparta conmigo mi alegría, / tú, humano arder, mi pan de cada día, / que sea tu presencia cuanto espero. // Tú el calor de mis noches, tú el primero / en abrirme los ojos, que me ría / y que dance contigo, la agonía / de mi gozo, tú el sol, tú el mensajero. // Tú el espejo del mundo, el confidente, / tú el que me abrazas, tú el que me consuelas, / que seas tú el que llena mi vacío. // Tú el que ordena mis";1994;cita;;;;;;
326;14/01/1994 , La Vanguardia, 14/01/1994 [España] [Barcelona, T.I.S.A, 1994] Testimonios varios;NA;La Vanguardia, 14/01/1994;14/1/94;Testimonios varios;España;Es una de las cosas buenas que tiene ese hombre. Ríe con frecuencia. Tiene el don natural de la simpatía, aunque el zapato apriete y los problemas zumben como mosquitos implacables.;1994;si;no;no;imperfectivo;animado;;
327;14/04/1994 , La Vanguardia, 14/04/1994 [España] [Barcelona, T.I.S.A, 1994] Actualidad;NA;La Vanguardia, 14/04/1994;14/4/94;Actualidad;España;Es la anécdota más celebrada de Ferraté. Cuenta él mismo que incluso cuando se la explicó a Fraga Iribarne, siendo ministro, se echó a reír a carcajadas. Durante el Sant Jordi de 1975, los estudiantes de Arquitectura colocaron una bandera republicana en el mástil de la fachada. Minutos después, la policía pugnaba por descolgar la tricolor y empezaban los incidentes en la Diagonal. Ferraté acudió junto con el gerente Josep Manuel Basáñez, el que luego sería conseller. La bandera fue descolgada,;1994;si;ambiguo;no;infinitivo;animado;posiblemente_reflexiva;
328;14/04/1994 , La Vanguardia, 14/04/1994 [España] [Barcelona, T.I.S.A, 1994] Medios de comunicación;NA;La Vanguardia, 14/04/1994;14/4/94;Medios de comunicación;España;", bromea. Sobre la polémica generada por el programa sobre la infanta Elena, Mikimoto confesó ayer que no supe calibrar la reacción del público del plató a lo que se fuera a decir"", pero también cree que ""el asunto fue magnificado por los diarios"". Mikimoto insistió en que ""no nos reímos de todo, yo respeto a la gente y a las instituciones y no me gusta ser impertinente"". Pero ""lo único que tengo previsto es que las cosas nunca salen como planeo"", concluyó Mikomoto. Oleguer Sarsanedas explicó ayer que ""este programa ha pasado a formar parte de la cultura de su audiencia,";1994;si;si;si;imperfectivo;animado;;
329;14/05/1982 , ABC, 14/05/1982 [España] [Madrid, Prensa Española, S.A., 14/05/1982] Actualidad;NA;ABC, 14/05/1982;14/5/82;Actualidad;España;FERNANDO ESTESO: «Este país necesita reírse»;1982;si;si;no;infinitivo;animado;;
330;14/05/1982 , ABC, 14/05/1982 [España] [Madrid, Prensa Española, S.A., 14/05/1982] Cine y vídeo;NA;ABC, 14/05/1982;14/5/82;Cine y vídeo;España;Producción: The Eternal Films (H. K.) Company., Director: Lin Chan Wai. Color. Duración: 90 minutos. Intérpretes principales: Jackie Chong, Chang Sing, Yang Li. Salas de estreno: Apolo, Río, Fátima.;1982;no;;;;;;
331;14/05/1982 , ABC, 14/05/1982 [España] [Madrid, Prensa Española, S.A., 14/05/1982] Espectáculos diversos;NA;ABC, 14/05/1982;14/5/82;Espectáculos diversos;España;estaba dispuesto para que La Trinca recondujera la situación y despertara la libido festiva del personal. Para que el público lo entendiera, una pantalla de vídeo en el escenario traduciría en simultáneo las canciones del grupo catalán. Y hubo buenos principios, pero el final fue de épica gitana, hasta el extremo de que hubo más razones para reírse de los despropósitos de la pantalla y las traducciones que de los condimentos que los trinqueros le echan a los chistes. Hubo pasodoble, algo de bronca, una oda al papel higiénico, alguna inconveniencia por falta de estilo, una hermosa historia del barón de Bidet, indios apaches y un guiño al santo patrón de Madrid, a;1982;si;si;si;infinitivo;animado;;
332;14/05/1982 , ABC, 14/05/1982 [España] [Madrid, Prensa Española, S.A., 14/05/1982] Urbanismo;NA;ABC, 14/05/1982;14/5/82;Urbanismo;España;La operación se ha completado con el acondicionamiento de las márgenes y todavía se está procediendo a la instalación de la planta depuradora que saneará las aguas del lago, las rías, la montaña de los Gatos y la Casita del Pescador.;1982;no;;;;;;
333;14/05/1990 , Tiempo, 14/05/1990 [España] [Madrid, Ediciones Tiempo, 14/05/1990] Medios de comunicación;NA;Tiempo, 14/05/1990;14/5/90;Medios de comunicación;España;—Desgraciadamente de todas las cosas. Digo desgraciadamente porque la gente a lo único que se atreve es a reírse de los demás que es más facilón y mezquino. El humorista lo que debe hacer es invitar a la gente a reír, y no despiojarla o desmembrarla ni sacar a la luz sus defectos. Tiene que encontrar la forma para que la gente se ría sanamente de lo que es risible, y lo que es respetable,;1990;si;si;si;infinitivo;animado;;
334;14/07/1989 , ABC, 14/07/1989 [España] [Madrid, Prensa Española, S.A., 14/07/1989] Meteorología;NA;ABC, 14/07/1989;14/7/89;Meteorología;España;"Temperaturas del agua del mar: Cantábrico, entre 18 y 19 grados; Rías Bajas, 17-19; Costa de la Luz, 20-22; Costa del Sol, 21-23; Costa Cálida, 22-24; Costa Blanca, 20-22; Costa del Azahar, 20-22; Costa Dorada, 20-22; Costa Brava, 19-21; Baleares, 22-24, y Canarias, entre 21 y 23 grados.";1989;no;;;;;;
335;14/07/1997 , ABC Electrónico, 14/07/1997 [España] [Madrid, Prensa Española, 1997] Sociología;NA;ABC Electrónico, 14/07/1997;14/7/97;Sociología;España;"«Lo ha pasado muy mal en los colegios en los que ha estado; se han reído mucho de él y eso le ha provocado demasiados transtornos en su desarrollo».";1997;si;si;si;perfectivo;animado;;
336;14/10/1986 , ABC, 14/10/1986 [España] [Madrid, Prensa Española, S.A., 14/10/1986] Actualidad;NA;ABC, 14/10/1986;14/10/86;Actualidad;España;"el ministro de Justicia, Fernando Ledesma; el de Educación, José María Maravall, el premio Nobel Severo Ochoa y numerosas autoridades, parientes y amigos, los restos mortales del científico fueron trasladados a Valladolid para reposar definitivamente en el Panteón de Hombres Ilustres. A la derecha, el profesor Severo Ochoa saluda afectuoso a Asunción Amo del Río, sobrina del doctor del Río.";1986;no;;;;;;
337;14/10/1997 , El País, 14/10/1997 [España] [Madrid, Diario El País, S.A., 14/10/1997] Literatura;NA;El País, 14/10/1997;14/10/97;Literatura;España;Augusto Monterroso (Guatemala, 1921) y Bárbara Jacobs (México, 1947) son una pareja llena de inteligencia despaciosa y pasión por la literatura. Viéndolos ironizar o reír cada minuto y medio, resulta difícil entender cómo un día, hace 15 años, les dio por compilar los cuentos más tristes que conocían. Explican que fue volviendo de Nueva Orleans, «la ciudad más alegre del mundo». El caso es que lo hicieron y hoy encuentran la Antología del cuento triste «quizá poco;1997;si;no;no;infinitivo;animado;;
338;15/01/1995 , El Mundo, 15/01/1995 [España] [Madrid, Unidad Editorial, 1995] Danza;NA;El Mundo, 15/01/1995;15/1/95;Danza;España;hace tiempo cuál va a ser nuestro plan de trabajo y todavía no tengo ningún escrito ni comunicado oficial en el que se diga si esto continúa o qué pasa. Somos más de treinta personas integradas en un proyecto al que se ha dedicado mucho tiempo y enorme ilusión. No puedo permitir que llegue cualquier político y se ría de nosotros».;1995;si;si;si;imperfectivo;animado;;
339;15/01/1995 , El Mundo, 15/01/1995 [España] [Madrid, Unidad Editorial, 1995] Escena;NA;El Mundo, 15/01/1995;15/1/95;Escena;España;«DISTANCIA Y CINISMO».— Una de las cosas que más le gustan a este «show man», que comenzó su carrera entre la radio y las imitaciones, es reírse de sí mismo. Y Golfos de Roma tiene esa actitud: «Todo está mirado con distancia y cinismo. Es entretenimiento puro con dosis de descreimiento guasón, como lo haría Plauto».;1995;si;si;si;infinitivo;animado;;
340;15/01/1995 , El Mundo, 15/01/1995 [España] [Madrid, Unidad Editorial, 1995] Testimonios varios;NA;El Mundo, 15/01/1995;15/1/95;Testimonios varios;España;Una de las primeras tardes del entrenamiento andaba yo calle Alcalá abajo con uno de los instructores. Paseábamos a la altura del Cuartel General del Ejército cuando el hombre me coge del brazo y me dice: «Oye tú, apáñate para colapsar el tráfico de Cibeles». Me quedé mirándole sin saber si reírme o si morirme del susto, pero iba en serio. Y tuve que provocar un caos de tráfico en la plaza.;1995;si;si;no;infinitivo;animado;;
341;15/02/1995 , El Mundo, 15/02/1995 [España] [Madrid, Unidad Editorial, 15/02/1995] Actualidad;NA;El Mundo, 15/02/1995;15/2/95;Actualidad;España;Un 3,6% de esta violencia la ocasionan unos niños sobre otros en el entorno escolar. «Nos dicen —indicó Villoria— que se ríen de ellos, les pegan, y no saben a quién contárselo».;1995;si;si;si;imperfectivo;animado;;
342;15/02/1995 , El Mundo, 15/02/1995 [España] [Madrid, Unidad Editorial, 15/02/1995] Cine y vídeo;NA;El Mundo, 15/02/1995;15/2/95;Cine y vídeo;España;Hablan y hablan de lo divino y lo humano, se palpan furtivamente, discuten, se ríen, comparten descubrimientos, están locos por echar un polvo pero lo demoran interminablemente. A ratos me cansan, a ratos me enamoran. Follan en un parque. Amanece. Se despiden con la promesa de que dentro de seis meses volverán a encontrarse en el mismo lugar. El director y los espectadores intuimos que no habrá reencuentro, que;1995;si;si;no;imperfectivo;animado;;
343;15/02/1995 , El Mundo, 15/02/1995 [España] [Madrid, Unidad Editorial, 15/02/1995] Testimonios varios;NA;El Mundo, 15/02/1995;15/2/95;Testimonios varios;España;J. R. ya no se ríe en los telediarios. Javier de la Rosa, el topo yiyo de las finanzas, oculta ahora esa sonrisita que tanto exasperaba a los pequeños accionistas de Grand Tibidabo, a los árabes burlados de KIO, a los parados que se fueron quedando por el camino. J. R. ha sufrido un alucinante proceso de transformación física, psíquica y vete a;1995;si;si;no;imperfectivo;animado;;
344;15/02/1996 , El Mundo, 15/02/1996 [España] [Madrid, Unidad Editorial, 15/02/1996] Arte y cultura en general;NA;El Mundo, 15/02/1996;15/2/96;Arte y cultura en general;España;MADRID.– Una exposición de humor gráfico inaugurará hoy en el Colegio Público Miguel Hernández, de Alcalá de Henares, la Campaña Concurso «La Juventud se ríe del Racismo», organizada por la asociación Presencia Gitana.;1996;cita;;;;;;
345;15/02/1996 , El Mundo, 15/02/1996 [España] [Madrid, Unidad Editorial, 15/02/1996] Informática;NA;El Mundo, 15/02/1996;15/2/96;Informática;España;Aunque Internet existe desde mediados de los ochenta, hace tan solo dos años que el gran público español lo conoce y ya existen tantos usuarios conectados que las líneas telefónicas convencionales se están quedando obsoletas como instrumentos de transmisión de datos. Según las previsiones, a finales de 1997 los usuarios se reirán comentando los «potentes» modems que hoy utilizan, del mismo modo que las generaciones de los años 50 y 60 no podían prever el teletexto o el sistema Dual en televisión.;1996;si;si;no;imperfectivo;animado;;
346;15/02/1996 , El Mundo, 15/02/1996 [España] [Madrid, Unidad Editorial, 15/02/1996] Política;NA;El Mundo, 15/02/1996;15/2/96;Política;España;Anguita subrayó que votar IU significa combatir la resignación. «Sólo se respeta a la gente cuando se pone brava, cuando se adormece, se ríen», dijo.;1996;si;si;no;imperfectivo;animado;;
347;15/03/1996 , ABC Cultural, 15/03/1996 [España] [Madrid, INTER CD S.L. CON EL PATROCINIO DE PLANETA, 15/03/1996] Literatura;NA;ABC Cultural, 15/03/1996;15/3/96;Literatura;España;"novela se desarrolla en una lengua funcional, no prescindirá de ciertos recursos incluso vanguardistas, como señalar que los ejecutivos de la Corpco: ""... dejan a la vista pistas falsas como toreros"" (casi una greguería) o la descripción del gitano asesino, en una enumeración de la que surge inesperadamente el irracionalismo poético: ""— ríe ebrio, loco, apretándose el vientre que le duele de aguardiente y miseria, [...] que le duele de tragar aire podrido, de bilis, de hambre, de navajazos mal curados""—. Ambicioso en su capacidad de alternar lenguajes de grupo, pasa del infantil al místico de unas monjas, a la";1996;si;no;no;imperfectivo;animado;;
348;15/03/1996 , ABC Cultural, 15/03/1996 [España] [Madrid, INTER CD S.L. CON EL PATROCINIO DE PLANETA, 15/03/1996] Pintura;NA;ABC Cultural, 15/03/1996;15/3/96;Pintura;España;Bajo su vitalidad paroxística, estos monigotes tan expresivos nos dan lecciones de humanidad, y nos atraen y repelen simultáneamente, en una agitación que nos impide reír o llorar. Del primer período, melancólico, levemente académico, vemos escasas muestras, de este, grotesco y chispeante, con un sabroso estridor de tongs y posturas, contamos con numerosos ejemplos en donde la caricatura alcanza niveles de gran arte. Sus propios amigos rechazaron, en un primer momento de estupefacción, estos cuadros;1996;si;no;no;infinitivo;animado;;Es una de estas estructuras de control (NOS impide…)
349;15/04/1989 , ABC, 15/04/1989 [España] [Madrid, Prensa Española, S.A., 15/04/1989] Meteorología;NA;ABC, 15/04/1989;15/4/89;Meteorología;España;"Temperaturas del agua del mar: Cantábrico, entre 13 y 14 grados; Rías Bajas, 12-14; Costa de la Luz, 14-15; Costa del Sol, 14-15; Costa Cálida. 15-16; Costa del Azahar, 15-16. Costa Dorada, 14-15; Costa Brava, 13-14; Baleares, 15-16 y Canarias, entre 16 y 17 grados.";1989;no;;;;;;
350;15/04/1989 , ABC, 15/04/1989 [España] [Madrid, Prensa Española, S.A., 15/04/1989] Política;NA;ABC, 15/04/1989;15/4/89;Política;España;El ex concejal del Grupo Mixto no asistió porque estaba en Burdeos, aunque se había disculpado por su falta ante el alcalde. La tribuna pública estaba llena de funcionarios que rieron las ocurrencias de Álvarez del Manzano en la discusión del convenio colectivo que fue el asunto estrella de la sesión. Lo más destacado de las distintas intervenciones fue lo que sigue.;1989;transitivo;;;;;;
351;15/05/1980 , El País, 15/05/1980 [España] [Madrid, Diario El País, S.A., 15/05/1980] Testimonios varios;NA;El País, 15/05/1980;15/5/80;Testimonios varios;España;Es un aviso a todos los ciudadanos para que no se fíen y exijan responsabilidades, pues es muy triste que hagan reír a costa de ridiculizar al prójimo. Los artistas se pagan y el programa Fantástico-80 y sus dirigentes se llevan, creo, mucha pasta. ¡Qué televisión! Basílides Gómez. Madrid.;1980;si;no;;;;causativa;
