BIBLIOGRAFÍA;AUTOR;TÍTULO;FECHA;TEMA;PAÍS;CONCORDANCIA;Válido;Reflexivo;Complemento_de;Aspecto_verbal;Sujeto;Perífrasis;Observaciones
1598 VEGA CARPIO, LOPE DE, La Arcadia [España] [Edwin S. Morby, Madrid, Castalia, 1975] Relatos;VEGA CARPIO, LOPE DE;La Arcadia;1598;Relatos;España;"es su honestidad y reputación; porque los hombres de todas estas cosas estamos libres."" ""Ponga paz a esa cuestión, dijo Clorinardo, Leurimo, con alguna cosa de su ingenio, porque ya es hora de recogeros; que mañana volveréis a tratar de esto, si os diere lugar una fiesta que ordeno para regocijaros."" A todos satisfizo esto, y Leurimo obedeció, cantando así:";transitivo;;;;;;
1598 VEGA CARPIO, LOPE DE, La Arcadia [España] [Edwin S. Morby, Madrid, Castalia, 1975] Relatos;VEGA CARPIO, LOPE DE;La Arcadia;1598;Relatos;España;Acudió regocijado el pastor al planeta de Venus, y vio que la suerte respondía así:;no;;;;;;
1599 ALEMÁN, MATEO, Primera parte de Guzmán de Alfarache [España] [José María Micó, Madrid, Cátedra, 1992] Novela;ALEMÁN, MATEO;Primera parte de Guzmán de Alfarache;1599;Novela;España;su casa sin decirme la causa, cayendo de la más alta cumbre de bienes a la más ínfima miseria de males. El que de la lanzada mató el toro, el que de una cuchillada rindió el otro, yo soy, que en su servicio lo hice. Bien me vio y conoció y no poco se regocijó, que en el rostro se lo conocí, sus ojos me lo dijeron. Y si en esta ocasión fuera posible, también me procurara señalar por el gusto de mi dama, que eternizara mis obras dando a conocer quién soy, con lo que valgo. De no poder ejecutar este deseo reviento de tristeza. Si;si;si;no;perfectivo;animado;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;Dios que lo penetra y dispone todo, muchos siglos antes que sea. Sea lo que fuere, nuestro nueuo cauallero de Christo se despidio de su amigo, y de sus santos Hermitaños compañeros, para boluerlos a ver presto, y todo el tiempo de su ausencia, aunque breue le parecio muy largo. Yua tan regozijado y alegre, que le parecia ya que no pisaua en el suelo. Auiase lançado en su alma vn espiritu de gloria. El mundo le parecia vna suma de miserias: las ciudades carcel tenebrosa: vna escuela de vicios las Cortes: el palacio Babylonia de malicias. Lleuaua en su fantasia estampadas las figuras, semblantes;no;;;;;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;de los Cardenales mando, que boluiessen otro dia. Quando estuuo la congregacion junta, llamaronlos, y en presencia de todos leyo la peticion de los Hermitaños de España. Sono en las orejas de aquel Senado, tan bien que se leya en los semblantes lo que decretauan en sus almas. Sobre todo el Pontifice se regozijo con la demanda. Dizen que estaua preuenido el año antes de santa Brigida, y auisado por su reuelacion de todo el sucesso. De la peticion que se le auia de dar para leuantar la Orden de S. Geronimo en España. La regla que les auia de conceder, y el habito que les auia de;si;si;con;perfectivo;animado;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;la letra cumplida toda la reuelacion, considerar vna cosa tan a la clara ser voluntad diuina. Miraua el Pontifice aquellos santos, que a sus pies tenia, reuerenciaualos en su coraçon, como a ministros del Espiritu santo, para leuantar en la tierra vna cosa que fuesse para gloria suya. Los Cardenales tambien se regozijaron mucho, entendiendo el santo intento, que en la peticion se contenia. Erales el nombre de Geronimo muy dulce a las orejas por auer sido el mas alto y claro sujeto de aquel Collegio, y como esto resultaua en su gloria, salieron a la demanda, como causa propria, con esto el despacho salio a gusto;si;si;no;perfectivo;animado;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;, mediado el mes de Deciembre: fatigauan los por el camino los frios, nieues, aguas, vientos, con el calor del espiritu lo vencian todo, ni estas injurias del tiempo, ni otras muchas podian apagar el ardor de la charidad, el desseo de verse con los hermanos, y dalles tan regozijadas nueuas, junto con el ansia de executar vn fin tan desseado, les hazia romper por mil inconuenientes. No tenemos noticia si hizieron esta jornada por mar o por tierra: parece puesto en razon: vendrian a Genoua desde Florencia, y alli se embarcarian, aunque para lo vno y lo otro ayudaua mal el tiempo.;no;;;;;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;su muger en el lugar de Sotopalacios (poco mas de vna legua de esta santa Ermita). Tenian vna hija la primera, niña de siete a ocho años doña Maria Manrique, diole vn rezio accidente, y vino de todo punto a perder el habla, siendo antes de tan sabrosa lengua, que era todo el regalo y regozijo de sus padres. Quedaron con esto lastimados, intentaron muchos dias todos los remedios posibles, y ninguno hallauan. Los padres harto affligidos cayeron en lo que hazia al caso, tornarse con mucha deuocion a la Virgen nuestra Señora, determinaron yrse con ella a su Iglesia de Frex del Val, y hazer alli;no;;;;;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;huesped. Escogido el sitio F. Lorenço y su compañero tomaron con mucha humildad la bendicion del Obispo, el se la dió, diziendoles que dixessen a su maestro F. Vasco, que le quedaua aguardando con mucho desseo de verle: bueltos a la presencia del santo viejo los dos compañeros, contaronle el sucesso, regozijose con todos sus hijos, e hizieron gracias a nuestro Señor, porque lo ordenaua ansi tan de su mano. Quando vieron tiempo conuenible, arrancaron de Portogal, dexando en Penalonga, y en la otra casa (que se llamaua San Geronimo de Omato) los que se quisieron quedar con F. Iuan el Prior, de quien hizimos;si;si;no;perfectivo;animado;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;", y el que riega, no son nada, sino el que da el aumento, y la perfecion; con todo no se puede negar sino que el prouecho es suyo. Ansi se alegra el hortelano, quando coge el fruto del. arbol, que plantò, y regò por su mano; y el labrador se regozija, quando vee multiplicado en la era, el grano que sembrò en el haza. De aqui me nace esta alegria, pues no salieron en vano mis esperanças, y veo como llegados acolmo los frutos de mis trabajos, que no los oso llamar mios, sino de aquel Señor que fue seruido tomar tan baxo instrumento para";si;si;no;imperfectivo;animado;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;, con otro tal, porque era estremado el que le tenian: el consuelo de verle y de gozarle, era tan grande, que no sentian con el ningun trabajo, ni falta, aunque muchas vezes la padecian de cosas necessarias para passar la vida. El consuelo de dentro suplia esto, y aun abundaua. Tenialos regozijados, alegres, y contentos. Alli se vehia puesta en platica la promessa de nuestro Señor, que los que por su amor lo dexauan todo, recebirian ciento tanto por cada cosa: pues no tienen proporcion los bienes de dentro con los de fuera, como ni la tierra con la grandeza del cielo. Amaua mucho fray;no;;;;;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;"9. Esta caridad (que es la que lança fuera el temor de sieruos) dize luego, que es un instrumento acordado, que haze vna consonancia, y harmonia admirable dentro del alma, que se regocija a su son: y que Christo es el que toca este instrumento: que la caridad perfeta es sin duda, como el alma de todas las virtudes, a todas las abraça, y encierra, y haze que suenen en el exercicio; como dize S. Pablo: Charitas patiens est, benigna est, non oemulatur";si;si;no;imperfectivo;animado;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;y despues de la resurrecion, siempre se mostro en habito de quien negociaua nuestro bien: mas en el dia de la Ascenssion, se mostrò señor de todos, y de todo, como el mismo lo dixo: Dado se me ha poder absoluto en el cielo, y en la tierra. Por esta razon se regozijaua mucho en esta fiesta, y la celebraua con alegria particular. Otorgole nuestro Señor todo lo que le pidio: hasta en estas añadiduras se muestra liberal con sus santos, por auer ellos buscado con cuydado lo primero, que es su Reyno. Como el sieruo de Dios trataua su cuerpo con tanta aspereza, y le;si;si;no;imperfectivo;animado;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;que estamos se ha ganado Antequera, y los moros se han rendido. Hizieronlo luego saber a la Infanta doña Leonor su muger, que estaua en Medina del Campo. En diziendole de que original salia la buena nueua, lo creyò, como si lo viera: tanta satisfacion tenia del Profeta. Mandò hazer fiestas, y regocijar la victoria, con toda seguridad y certeza, dando al Señor muchas gracias por la misericordia que con los Christianos vsaua, y la merced que a sus santos hazia, en reuelarles sus obras. Notaron con cuidado, la hora: no faltò punto, como si fuera testigo de vista: y ansi lo son;transitivo;;;;;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;mucho espiritu: en todas las cosas de la obseruancia, el primero. Donde vino, o que tiempo viuio en la religion, y otros particulares, ni memoria de su muerte, se refiere vn caso harto notable. Entre otras deuociones que tenia, era vna, serio mucho de la fiesta de todos Santos. Regozijauase en ella, considerando la gloria de tan ilustre compañia: ver tantas coronas juntas: tantos trabajos y victorias, y premios. Puesto en estas consideraciones, le parecia que se hallaua morador entre ellos, porque era de los que podian dezir de veras: Nuestra conuersacion es en los cielos, y tal era el discurso de;si;si;no;imperfectivo;animado;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;de medio viuo, seran mis alabanças medias: mas quando todo viuiere, todo me conuertire, Señor, en tus loores. Causase con las diuinas alabanças vna alegria en el alma, tan extraordinaria, que no se le puede declarar al que no la goza. Ansi dezia el Real Profeta  en vna parte: Regozijaranse mis labios quando dixeren cantares a vos (no ay donde mas viuamente se descubra el alegria que en los labios, donde se sujeta la risa, donde venimos a dezir, boca de risa). Y en otra parte dize, que Dios le abrira los labios, y que su boca pronunciara sus loores. Regalada;si;si;no;imperfectivo;inanimado;;
1600 SIGÜENZA, FRAY JOSÉ, Segunda parte de la Historia de la Orden de San Jerónimo [España] [Juan Catalina García, Madrid, Nueva Biblioteca de autores españoles, 1907] Religión;SIGÜENZA, FRAY JOSÉ;Segunda parte de la Historia de la Orden de San Jerónimo;1600;Religión;España;, con todas las otras circunstancias, ansi S. Geronimo entre todos los Doctores escogio aquel por tal morada, dexando a todo el mundo por ella, y su religion entre todas las otras religiones escogio (dexadas todas las otras ocupaciones y exercicios) imitar aquellos Angelicos espiritus y aquella concertada musica, que haze estado y regocija al cielo. Sea esto lo que fuere, el se ha mostrado euidentemente fauorable en todas las ocasiones importantes a esta religion, y ella se mostrara eternamente agradecida. La Bula de la vnion y esencion pusiera aqui, sino fuera tan larga: dire en substancia lo importante della.;transitivo;;;;;;
